ListSchema={"schemaXmlList":["<Field ID=\"{fa564e0f-0c70-4ab9-b863-0177e6ddd247}\" Type=\"Text\" Name=\"Title\" DisplayName=\"Title\" Required=\"TRUE\" SourceID=\"http://schemas.microsoft.com/sharepoint/v3\" StaticName=\"Title\" FromBaseType=\"TRUE\" MaxLength=\"255\" CustomFormatter=\"\" EnforceUniqueValues=\"TRUE\" Indexed=\"TRUE\" />","<Field Type=\"Choice\" DisplayName=\"Platform\" Required=\"FALSE\" EnforceUniqueValues=\"FALSE\" Indexed=\"FALSE\" Format=\"Dropdown\" FillInChoice=\"TRUE\" StaticName=\"field_1\" Name=\"field_1\" ID=\"{6ee51ccb-ff18-4ca2-928c-9eb794dfa8af}\"><CHOICES /></Field>","<Field Type=\"Choice\" DisplayName=\"Version Found\" Required=\"FALSE\" EnforceUniqueValues=\"FALSE\" Indexed=\"FALSE\" Format=\"Dropdown\" FillInChoice=\"TRUE\" StaticName=\"field_2\" Name=\"field_2\" ID=\"{c08685f2-380a-42ca-8d8d-1750a05bbc96}\"><CHOICES /></Field>","<Field Type=\"Text\" DisplayName=\"Build Fixed\" Name=\"field_3\" ID=\"{4a0b6493-947c-408d-b1eb-e21472d65bcf}\" StaticName=\"field_3\" />","<Field Type=\"Choice\" DisplayName=\"Functionality\" Required=\"FALSE\" EnforceUniqueValues=\"FALSE\" Indexed=\"FALSE\" Format=\"Dropdown\" FillInChoice=\"TRUE\" StaticName=\"field_4\" Name=\"field_4\" ID=\"{94fc4227-92d7-49a8-97a2-6f87708cae9e}\"><CHOICES /></Field>","<Field ID=\"{4ee09c9c-567b-4bb6-b399-ae40e1afd982}\" DisplayName=\"Issue Title\" Name=\"field_5\" StaticName=\"field_5\" Type=\"Note\" />","<Field ID=\"{820545f3-5000-4335-9c69-9e6885a1aa5c}\" DisplayName=\"Summary\" Name=\"field_6\" StaticName=\"field_6\" Type=\"Note\" />","<Field ID=\"{28cf69c5-fa48-462a-b5cd-27b6f9d2bd5f}\" ReadOnly=\"TRUE\" Type=\"DateTime\" Name=\"Modified\" DisplayName=\"Modified\" StorageTZ=\"TRUE\" SourceID=\"http://schemas.microsoft.com/sharepoint/v3\" StaticName=\"Modified\" FromBaseType=\"TRUE\" Indexed=\"TRUE\" AutoIndexed=\"TRUE\" />","<Field AppendOnly=\"FALSE\" Description=\"Internal Comment field&#xA;Can place case links, notes or further info about JIRA/SCR here\" DisplayName=\"Internal Comments\" Format=\"Dropdown\" IsModern=\"TRUE\" IsolateStyles=\"FALSE\" Name=\"InternalComments\" RichText=\"FALSE\" RichTextMode=\"Compatible\" Title=\"Internal Comments\" Type=\"Note\" ID=\"{90423312-42b4-4997-8b72-f46231360718}\" StaticName=\"InternalComments\" />","<Field ID=\"{82642ec8-ef9b-478f-acf9-31f7d45fbc31}\" ReadOnly=\"TRUE\" Type=\"Computed\" Name=\"LinkTitle\" DisplayName=\"Ticket\" DisplayNameSrcField=\"Title\" ClassInfo=\"Menu\" AuthoringInfo=\"(linked to item with edit menu)\" ListItemMenuAllowed=\"Required\" LinkToItemAllowed=\"Prohibited\" SourceID=\"http://schemas.microsoft.com/sharepoint/v3\" StaticName=\"LinkTitle\" FromBaseType=\"TRUE\"><FieldRefs><FieldRef Name=\"Title\" /><FieldRef Name=\"LinkTitleNoMenu\" /><FieldRef Name=\"_EditMenuTableStart2\" /><FieldRef Name=\"_EditMenuTableEnd\" /></FieldRefs><DisplayPattern><FieldSwitch><Expr><GetVar Name=\"FreeForm\" /></Expr><Case Value=\"TRUE\"><Field Name=\"LinkTitleNoMenu\" /></Case><Default><HTML><![CDATA[<div class=\"ms-vb itx\" onmouseover=\"OnItem(this)\" CTXName=\"ctx]]></HTML><Field Name=\"_EditMenuTableStart2\" /><HTML><![CDATA[\">]]></HTML><Field Name=\"LinkTitleNoMenu\" /><HTML><![CDATA[</div>]]></HTML><HTML><![CDATA[<div class=\"s4-ctx\" onmouseover=\"OnChildItem(this.parentNode); return false;\">]]></HTML><HTML><![CDATA[<span>&nbsp;</span>]]></HTML><HTML><![CDATA[<a onfocus=\"OnChildItem(this.parentNode.parentNode); return false;\" onclick=\"PopMenuFromChevron(event); return false;\" href=\"javascript:;\" title=\"Open Menu\"></a>]]></HTML><HTML><![CDATA[<span>&nbsp;</span>]]></HTML><HTML><![CDATA[</div>]]></HTML></Default></FieldSwitch></DisplayPattern></Field>"]}
"Title","Platform","Version Found","Build Fixed","Functionality","Issue Title","Summary","Internal Comments"
"CSFPR-8860","Unknown",,"25.1.4.1000","Workflow","Addressed issue(s) with Document Lock","Resolved an issue where a document remained locked even when it was transitioned out of the queue. With this fix, the document lock is released after a user transitions it out of the queue and is no longer displayed in the document viewer.",
"SBPWC-10984","Unknown",,"25.1.4.1000","WorkView","Fix for Workview KeywordTypeMappings Not Respected in the Web Client. ","This release addresses an issue where Keyword Type Mappings were not respected in the Web Client when a Keyword Type Group was a Multi-Instance Keyword Type Group associated with an Autofill Keyword Set. Users can now expect that the Keyword Type Group auto-fills properly in the Web Client like it does in the Unity Client. ",
"SBPWC-10986","Unknown",,"25.1.4.1000","WorkView","Data Columns Visibility Issue Resolved in WorkView Data Import Configuration. ","Addressed a defect where data columns did not appear in the WorkView Data Import Configuration screen. This fix ensures that users can view and utilize all necessary data columns for a seamless import experience.",
"SBPWC-10974","Unknown",,"25.1.4.1000","WorkView","Fix for Missing Content and Formatting Issues in WorkView Object Printing. ","This release addresses a defect where printed content from WorkView Objects in the Unity Client was missing and incorrectly formatted. Users can now expect complete and properly formatted output when printing these objects.",
"SBPWC-10968","Unknown",,"25.1.4.1000","WorkView","Addressed a loading issue of User Interaction Window in Workflow Classic View. ","Resolved an issue where the User Interaction Window did not appear in the Workflow Classic View after users navigated away from the Workflow and executed on the same Ad-hoc task later. This fix ensures that the User Interaction Window is accessible without interruptions.",
"RIP-2226","Unknown",,"25.1.3.1000","Application Server","Resolved errant log messages during application server startup","Resolved errant log messages during application server startup",
"CCT-3385","Unknown",,"25.1.3.1000","Check Image Processor","Corrected an issue processing TIFF images","In specific situations, TIFF images would have an improperly formatted header. This has been accounted for and no longer causes the OnBase Client to close unexpectedly when these images are processed. ",
"DIAN-2052","Unknown",,"25.1.3.1000","Diagnostics","Diagnostics Console now correctly installs and displays the icon","Diagnostics Console now correctly installs and displays the icon",
"CSFPR-8736","Unknown",,"25.1.3.1000","Document Imaging","Thumbnail loading order in Document Separation is in sync and no performance problem can be seen.","Thumbnail loading order in Document Separation is in sync and no performance problem can be seen.",
"CO-15","Unknown",,"25.1.3.1000","Document Imaging","Document sequence in indexing was corrected.","Document sequence in indexing was corrected. After the fix the document sequence stays same after bringing in the document.",
"CO-154","Unknown",,"25.1.3.1000","Document Imaging","The OnBase Client logic is matched with AppServer/DCS for reading patch codes.","The OnBase Client logic is matched with AppServer/DCS for reading patch codes.",
"CO-157","Unknown",,"25.1.3.1000","Document Imaging","Pages added during QA Rescan should always get added where selected","Pages added during QA Rescan should always get added where selected",
"CO-80","Unknown",,"25.1.3.1000","Document Imaging Bar Code","Unprocessed documents (Barcode processing) stay in a batch.",,
"HC-216047","Unknown",,"25.1.3.1000","HL7","Create/Update Physician from Master File HL7 Import Process improperly handling values mapped to the Master File Full Name field.","An issue has been resolved that was causing the Create/Update Physician from Master File HL7 Import Process to improperly handle values mapped to the Master File Full Name field.

Prior to this fix values passed in fields mapped to the Master File - User Name were being stored as both the account's User Name and Real Name.  This fix ensures that both the Master File - User Name and Master File - Full Name data fields are handled properly and store their values in their respective user account fields.",
"CO-45","Unknown",,"25.1.3.1000","Mailbox Importer","Resolved an issue with the OAuth Migration dialog box for Mail Box Importer","Resolved an issue with the OAuth Migration dialog box for Mail Box Importer.",
"HC-215615","Unknown",,"25.1.3.1000","Medical Records","Fixed Chart Level Delinquencies Persisting After Chart Deletion","Chart Level Deficiencies that were delinquent at the time their related chart was deleted were not properly being cleaned up.  The software has been updated so that these records are now removed, as expected, upon Chart deletion.",
"HC-214918","Unknown",,"25.1.3.1000","Medical Records","Resubmitted deficiencies on PDFs will fail to burn after they are completed","An issue that prevented re-submitted deficiencies from burning has been resolved.  This issue only affected deficiencies that had been placed on a PDF, completed by a Physician and then re-submitted for completion again by an Reanalyst.",
"HC-214977","Unknown",,"25.1.3.1000","Medical Records","Fix for Orphan Note burn errors related to Missing Information deficiencies being created at the time of burn","An issue has been resolved where Missing Information deficiencies could be marked as failing to burn if the MRMS Analysis Server attempted to burn the document while the deficiency was being created.",
"CSFPR-8808","Unknown",,"25.1.3.1000","Notes/Annotations - Unity","On Text documents, Line and Freehand annotation sections are not present in the Notes gallery.","On Text documents, Line and Freehand annotation sections are not present in the Notes gallery. This is true even when Unity Client is configured to allow Line and Freehand annotations. This is because, as of this release, Line and Freehand annotations are not compatible with Text documents.",
"CSFPR-8795","Unknown",,"25.1.3.1000","Notes/Annotations - Unity","Switching to any other note type is possible when the user toggles Freehand annotation","This fix allows users to switch between annotations and notes after toggling Freehand annotations. Previously, a user would be prevented from switching to different note/annotation types when toggling a Freehand annotation.",
"CSFPR-8790","Unknown",,"25.1.3.1000","Notes/Annotations - Unity","The Freehand Annotation has a showcased section in the Note Gallery.","The Freehand annotation type is now given its own section so that it is showcased in the Note Gallery in the Unity Client. This makes it easier to find and notice the Freehand annotation functionality.",
"HC-208941","Unknown",,"25.1.3.1000","OnBase Patient Window","An issue related to the EnableBrowserPDFViewer option has been resolved.","Previously, when the web.config key ""EnableBrowserPdfViewer"" was set to false and the ""Open with Browser PDF Viewer"" button in the toolbar was selected, a new window opened and failed to load. This issue has been corrected so that documents successfully load when ""EnableBrowserPdfViewer"" is set to false and the ""Open with Browser PDF Viewer"" button is selected.",
"HC-216341","Unknown",,"25.1.3.1000","Release of Information","Fix for attaching documents to an ROI Request that belongs to a Medical Facility that does not have Clinical Document Tabs configured","An issue has been resolved that prevented Release of Information from attaching documents to a request when one or more Patients or Charts associated with the request belonged to a Medical Facility that did not have Clinical Document Tabs configured.  Medical Facilities can enter this state if they are not fully configured or they are created automatically by HL7.",
"CSFPR-8800","Unknown",,"25.1.3.1000","Unity Client","Selecting a Note or Highlight from a list takes the user to the page and automatically select the Note or Highlight on that page.","This fix addresses an error when selecting a Note or Highlight from a list. Prior to this fix, when a user selected a Note or Highlight, the user would be directed to the page, but the selected Note or Highlight would not be selected, forcing the user to manually find the Note or Highlight they selected.",
"CSFPR-8787","Unknown",,"25.1.3.1000","Unity Client","The aspect ratio of Line and Freehand Annotations is maintained properly after zooming in or out of a document.","Zooming in and out of a document with a Line and Freehand annotation now maintains the aspect ratio. Previously, when a Freehand or Line annotation was added to a document that was zoomed out, the aspect ratio would be scaled up, and vice versa for zoomed in documents.",
"CSFPR-8770","Unknown",,"25.1.3.1000","Unity Client","HTML based documents (Workview Objects, Unity Forms, HTML Form, etc) should open without showing any error on the first login of the Click-Once Unity Client in service mode, ","Upon the initial login of the Click-Once Unity Client operating in service mode, all HTML-based documents—such as Workview Objects, Unity Forms, and standard HTML Forms—must load seamlessly without triggering any errors or rendering issues. The interface should display each document as intended, ensuring that functionality, formatting, and interactivity are fully intact from the moment the client is launched.",
"SBPOF-6889","Unknown",,"25.1.3.1000","Unity Forms","Fixed an issue for Cascading Dataset when unity forms fails to populate child values of a Cascading Dataset.","Resolved an issue where cascading dataset values were failing to display correctly in certain cases on Unity Forms. Users should be able to see the fetched cascading value for the parent and its child dataset when added as a field in the Unity form.",
"SBPOF-6954","Unknown",,"25.1.3.1000","Unity Forms","Introduced a new checkbox in Global Settings to enable or disable the display of invalid field errors during form loading.","A new checkbox, labeled “Disable Field Errors on Form Load,” has been introduced in the Global Settings. This setting allows administrators to configure a feature flag that enables or disables the display of invalid field errors when the form loads. By default, the checkbox is unchecked.",
"SBPOF-7046","Unknown",,"25.1.3.1000","Unity Forms","Fix for Field Validation Errors Displaying on Form Load. ","Resolved an issue where field validation errors were incorrectly displayed upon form load, even when the 'Disable Field Errors on Form Load' checkbox was checked. This fix ensures a smoother user experience by preventing error messages from appearing at the start.",
"SBPOF-7065","Unknown",,"25.1.3.1000","Unity Forms","Fix for Navigation Error of Unity Form in Workflow. ","We have addressed an issue where users encountered an error message stating ""Window cannot be null..."" when navigating back to a Unity Form in the Workflow from a different context. This defect caused disruptions in user experience, preventing seamless transitions between forms. The fix ensures that the window context is properly maintained, allowing users to navigate without encountering this error. ",
"IND-6018","Unknown",,"25.1.3.1000","Viewer-Web","Fix user behavior to view primary items in a Workflow inbox in the Web Client.","A user can view the primary item in a Workflow lifecycle inbox within the Web Client without having the Document Type rights to the Document Type the Workflow is assigned to.",
"CSFMD-10263","Unknown",,"25.1.3.1000","Workflow","Addressed issue(s) with creating revisions of locked documents|Revision of locked document can be created now as part of Workflow Timer Execution as expected.","Resolved an issue where revisions of locked documents were not being created due to an execution error in the Workflow Timer. With this fix, the Workflow Timer is functioning as expected and the revisions of locked documents are created.|Workflow (and really all of OnBase) was not able to create revisions of locked documents and a failure was occurring as part of a Workflow Timer. This issue has been fixed and revision of locked document can be created now as part of Workflow Timer Execution as expected.",
"SBPPA-13307","Unknown",,"25.1.3.1000","Workflow","Addressed issues with the Workflow inbox column filter value retention in the Unity Client","Resolved an issue where the Workflow inbox column filter value would be removed when switching between Workflow queues or modifying the column width within the inbox. The Workflow inbox column filter now retains its value until the user clears it.",
"SBPWC-10951","Unknown",,"25.1.3.1000","WorkView","Fix for Document Viewer Right-Click Functionality within WorkView in Web Client. ","Addressed a defect in the Document Viewer within WorkView where right-clicking on a document did not display the expected options, including keywords, history, re-index, and more. This fix enhances user experience by restoring full functionality to the right-click context menu, allowing users to efficiently access important document management features.",
"HC-168503","Unknown",,"25.1.2.1000","Release of Information","The Patient Identifier display column has been renamed to ""Patient ID""","Prior to this change, the Column Header would be named either ""MPI Number"" or ""Medical Records #"".  In some cases, the header name was not updating properly. As you could only have either MPI or MRN selected to display, we have simplified the column header name to be just ""Patient ID"".  This change will be available immediately for new installs or customers upgrading and leveraging the DBUtil tool to update the database.",
"CCT-3469","Unknown",,"25.1.16.1000","Check Image Processor","The Image Cash Letter X9.37 Process has been added is now available for Check Processing","The Image Cash Letter check processor (X9.37) has been added back to OnBase.",
"CO-709","Unknown",,"25.1.16.1000","Document Imaging","Batches imported through a scheduled sweep should route through the Sweep import step","Batches imported through a scheduled sweep should route through the Sweep import step",
"HC-219871","Unknown",,"25.1.16.1000","Epic Integration Scanning","Epic Integration: The Scan Acquisition Server (SAS) title bar shows the correct file version.","The Scan Acquisition Server (SAS) will display the version of the EpicSaS.dll file found in the installation directory.",
"QC-6233","Unknown",,"25.1.16.1000","Folders and File Cabiners","Defect fixed so that Users are able to create FolderPop URLs for child folders","Users are now able to create FolderPop URLs for child folders",
"HC-219976","Unknown",,"25.1.16.1000","HL7","Fix for Services running the HL7 Listener and Auto-Sender functionality","An issue was corrected that prevented services that ran HL7 Listener or HL7 Auto-Sender functionality from starting properly.",
"HC-220016","Unknown",,"25.1.16.1000","HL7","Fix for HL7 Backend Processor Failing to Run","Resolved an issue where HL7 Backend Processor jobs configured to run via the Unity Scheduler service would unexpectedly fail.",
"HC-219924","Unknown",,"25.1.16.1000","Integration for Epic","Resolved issue with SD4E resolving missing assemblies","An issue was resolved when SD4E attempts to resolve library dependencies that are not found in GAC.",
"GISI-1218","Unknown",,"25.1.16.1000","Integration for ESRI","Resolved intermittent login looping issue","An intermittent login looping issue when using the Esri Web app builder OnBase widget has been resolved. The issue could occur when using Hyland IdS for authentication in load balanced environments.",
"SBPPA-14214","Unknown",,"25.1.16.1000","OnBase Apps","A bug is fixed related to ""Unauthorized Access: Invalid Session Context ...""","A bug is fixed related to ""Unauthorized Access: Invalid Session Context ..."" while executing a Workflow/wflogin.aspx login via an apps URL action, and performing a page refresh after returning to the original OnBase Apps screen",
"CSFPR-9345","Unknown",,"25.1.16.1000","Unity Client","User should not receive any error when attempting to preview documents via trash can from the Unity client.","User should not receive any error when attempting to preview documents via trash can from the Unity client.",
"NILE-4420","Unknown",,"25.1.16.1000","Unity Forms","Submitting a Unity Form refreshes the hitlist and viewer, while keeping the same document open and selected.","In the Workflow Queue(with >1000 documents), on submit of a Unity Form, both the hitlist and the viewer are refreshed, and the document remains open in the viewer and selected in the hitlist.",
"NILE-4429","Unknown",,"25.1.16.1000","Web Server","Document locks are released when switching between documents located in different folders.","Document locks are released when switching between documents located in different folders.",
"PACK-14428","Unknown",,"25.1.16.1000","Web Server","Addressed a defect causing print errors in the Web Client when documents have low DPI settings, a problem not present in earlier versions of OnBase (OnBase EP3 (20.3) or earlier)","Fixed a defect causing print errors in the Web Client when documents have low DPI settings",
"QC-6315","Unknown",,"25.1.16.1000","Web Server","Defect fixed to address error displayed in select folder dialog","No error is displayed in the console ",
"SBPOF-9281","Unknown",,"25.1.16.100","E-Forms","Resolved 'Object Reference' Error When Saving E-Forms in Unity Client. ","The issue causing an 'Object Reference...' error when saving E-Forms in the Unity Client with ""webBrowserRenderMode=ie"" enabled has been addressed. Users can now save E-Forms without encountering the error, ensuring a smoother experience without unnecessary bug report prompts.",
"HC-219107","Unknown",,"25.1.14.5.1000","Integration for Epic","Resolved an issue with the SMART on FHIR (SoF) DefPop Integration for Epic affecting ""One Epic, Multiple OnBase"" customers|Resolved Issue with Smart on FHIR DefPop Integration for Epic and One Epic, Multiple OnBase Customers","An issue has been resolved in the DeficiencyPop (DefPop) integration where Document IDs were not being correctly prefixed with the facility identifier.

While the One Epic, Multiple OnBase mode requires Document IDs to follow the format HY.<facility_id>.<document_id>, the DefPop workflow was only sending the numeric ID, causing Epic to be unable to locate the document and resulting in failures.

The correct behavior had previously been implemented for FOS and SAS integrations but was missing from DefPop. The integration now correctly applies the facility prefix when configured, ensuring successful document lookup and update within Epic.|An issue has been resolved in the DefPop integration where Document IDs were not being correctly prefixed with the facility identifier when updating deficiency status through the UpdateScanSignatures2 Epic API.

While the One Epic, Multiple OnBase mode requires Document IDs to follow the format HY.<facility_id>.<document_id>, the DefPop workflow was only sending the numeric ID, causing Epic to be unable to locate the document and resulting in failures.

This behavior had previously been implemented for FOS and SAS integrations but was missing from DefPop. The integration now correctly applies the facility prefix when configured, ensuring successful document lookup and update within Epic.",
"NILE-4415","Unknown",,"25.1.14.5.1000","StatusView","Fixed Display Issues in WorkView Summary Portlet for Finnish and Swedish Browser Language Settings|WorkView Summary portlet displays correctly when the browser language set to Finnish or Swedish.","Resolved an issue where the WorkView Summary portlet displayed a yellow triangle in StatusView when the browser language was set to Finnish or Swedish.|WorkView Summary portlet displays correctly when the browser language set to Finnish or Swedish. It is not displaying yellow triangle in StatusView.",
"SBPOF-9128","Unknown",,"25.1.14.1000","Unity Forms","Fix for ""A Task Was Canceled"" Error in Unity Client when working with Unity Forms. ","Resolved an issue causing the Unity Client to throw ""A task was canceled."" error and crash when working with Unity Forms. This fix enhances stability and improves the user experience during form interactions.",
"CO-619","Unknown",,"25.1.13.1000","Document Imaging","Thick Client performs the image processing to update the imagetype correctly.","Thick Client performs the image processing to update the imagetype correctly.",
"CO-704","Unknown",,"25.1.13.1000","Document Imaging","A group of batches are processed in the order they are within the UI.","If batches are ordered by batchID, newest listed on top of the list, then the newest batches are indexed first.

If batches are ordered by batchID, oldest listed on top of the list, then the oldest batches are indexed first.

If batches are ordered some other way, the batches are processed in the order they are in the list.",
"CO-664","Unknown",,"25.1.13.1000","Document Separation","Document Separation and ""Create New Document"" Accurately Copies Expected Pages – Page Selection Logic Confirmed Reliable","Document Separation and Create New Document is not copying more pages then expected to the new document - confirming the page selection logic is reliable.",
"SBPPA-14176","Unknown",,"25.1.13.1000","Document Separation","Fixed an issue where the “Enable Restricted Keyword Options Override” setting can cause unexpected errors in Document Separation","An issue was fixed where when an user having access to restricted keywords was trying to check keywords inside the split document by page segment with 'Enable Restricted Keyword Options Override' checked in global client settings, an error message stating an unexpected error has occurred would popup. Now the issue is fixed and is no more present.",
"HC-219076","Unknown",,"25.1.13.1000","Form Packet Manager","Updates to Document Ordering When Attaching Documents Using Workflow Actions","Documents attached to a packet using the ""Add Document to Active Medical Form Packet"" workflow action are now added in the order they were attached. The most recently attached documents will appear last in the packet.",
"HC-218911","Unknown",,"25.1.13.1000","HL7","Fix for Documents Imported containing unexpected non-base64 encoded characters ","The HL7 Advanced Document Import process has been updated to properly handle non-base64 encoded characters.  This update ensures that documents with unexpected data are once again properly imported.",
"STO-2736","Unknown",,"25.1.13.1000","Platter Management","Attempting to run a Job from the Storage Migration Queue completes successfully. ",,
"SBPWC-12108","Unknown",,"25.1.13.1000","WorkView","Fixed the ""Could not find the specified attribute"" error in Object View accessed from WorkView Unity Client","Resolved an issue in WorkView Foundation 25.1 release, where closing a related object from an embedded filter would trigger a ""Could not find the specified attribute"" error on the parent object. This fix ensures that users can now close objects without encountering any errors, improving overall user experience.",
"SBPWC-12106","Unknown",,"25.1.13.1000","WorkView","Accessibility Improvement for WorkView Header Navigation. ","A fix has been implemented to ensure that the WorkView Header, which contains the screen name, is now accessible for users utilizing screen readers. This enhancement addresses previous issues that prevented proper navigation and announcement of header content, improving overall accessibility compliance.",
"HC-218786","Unknown",,"25.1.13.1000","Integration for Epic","Fixed issue with overrideepicdt setting not respected in Epic FOS integration.","By default, the Front Office Scanning client uses the Document Types sent by Epic to determine which scan buttons to display or hide.  This behavior was previously not functioning correctly in prior versions. 

If you want to override this behavior and always display all scan buttons regardless of the Document Types sent by Epic, then you must add *_overrideepicdt=""true""_ to the _<FOSCONFIGURATION>* element in the Epic FOS XML configuration file. For example:

<FOSCONFIGURATION overrideepicdt=""true"" multiplepages=""true"" multiplepaths=""false"">

In this case, all configured scan buttons and their associated Document Types will be available for upload, regardless of whether they match a Document Type sent by Epic.",
"HC-218956","Unknown",,"25.1.11.1000","Epic Integration Scanning","Epic Integration Scanning: Resolved an issue in OnBase that was uncovered when Epic introduced a change to the FHIRCast process.","This change resolves an issue where the SAS or FOS application would close with an error message shortly after loading. In FOS, the debuglog.txt file would log an error similar to the following: ""Error processing FhirCast event. Error received invalid response when sending heartbeat.""

The issue has been been resolved. It was discovered due to a change Epic introduced to the FHIRCast process. FHIRCast is used during integrated scanning to maintain a heartbeat connection between Epic and the OnBase scanning application while there is an active scanning session. While Epic's change aligns closely with FHIR industry standards, it exposed a bug in the OnBase code that broke the FHIRCast connection. The issue was not caused by Epic's change but was uncovered because of it.",
"CO-349","Unknown",,"25.1.11.1000","Express Scanning","Scrollbars are available in Express Scanning window.","Scrollbars are available in Express Scanning window.",
"HC-218875","Unknown",,"25.1.11.1000","Front Office Scanning","Compatibility with Edge/Chromium browsers","Updated FOS to use Webview2 components for compatibility with current browsers.
Due to the deprecation of IE components by Microsoft it was necessary to update the solution with Webview2 in order to be compatible with Edge/Chromium browsers.

WebView2 Runtime Requirement for FOS

The Microsoft Edge WebView2 Runtime is a prerequisite for Front Office Scanning (FOS) if you are using Hyland IdS to log in. If not already installed, WebView2 should be installed using the Evergreen Runtime distribution mode. The Evergreen Runtime allows Windows Server Update Services or an equivalent update service to apply the latest features and security updates.

The Edge WebView2 Runtime can be obtained from the download section of the Microsoft Edge WebView2 website:
https://developer.microsoft.com/en-us/microsoft-edge/webview2/

For additional information on managing WebView2 applications and the WebView2 Runtime, see the Enterprise management of WebView2 Runtimes article on the Microsoft Documentation site:
https://docs.microsoft.com/en-us/microsoft-edge/webview2/concepts/enterprise",
